student_id,total_questions,attempted,correct,incorrect,score_percentage
265300,45,45,33,12,73.33
267200,45,45,33,12,73.33
279500,45,45,20,25,44.44
285500,45,45,30,15,66.67
286600,45,44,22,22,48.89
32245,45,45,35,10,77.78
411503,45,45,33,12,73.33
748000,45,45,34,11,75.56
